ticket_id,customer_id,open_date,close_date,priority,channel,csat_score
b692afe4-b06e-4eb6-b292-924b4ca0d84f,C0068,2023-09-26,2023-09-28,high,phone,5
e9bda55b-701b-48f3-9cc4-a4d257d5fd4a,C0069,2023-09-27,2023-09-26,critical,self-service,5
302bccc7-8f8e-4757-a0cc-d0d4999694d8,C0070,2023-09-28,2023-09-30,low,email,1
87706cd5-2065-4105-a998-04d0cda7b9d7,C0071,2023-09-29,2023-10-01,low,email,2
0ccf1d85-3dc8-4c7f-920b-b41fde9c36eb,C0072,2023-09-30,2023-10-02,low,email,2
bf42f346-798a-482d-8ff2-10103e3f7bb5,C0073,2023-10-01,2023-10-03,low,email,3
774b07b4-f403-48b7-ba76-aa5dca3c4df9,C0074,2023-10-02,2023-10-04,low,email,3
76ac5d1b-46ae-439f-9830-bece965ded76,C0075,2023-10-03,2023-10-05,medium,chat,4
4260a034-6a69-4114-89d5-d7a35fc9f54c,C0076,2023-10-04,2023-10-06,medium,chat,4
09580d38-05d1-40e6-b984-cb4487001459,C0077,2023-10-05,2023-10-07,medium,chat,4
1249c5b0-f8e1-49f5-bae0-50d15c009051,C0078,2023-10-06,2023-10-08,high,phone,5
3026e4f7-64f6-4c71-a7a0-b710029c0ca6,C0079,2023-10-07,2023-10-06,critical,self-service,5
ff7bce0b-053b-4000-9524-64ab81eb8e0f,C0080,2023-10-08,2023-10-10,low,email,1
690be1b6-f525-450f-8895-849449ea93f5,C0081,2023-10-09,2023-10-11,low,email,2
de037fa8-f4a5-4be4-b7fc-fecd0e0a2ee3,C0082,2023-10-10,2023-10-12,low,email,2
eb8e7c81-fd4e-4a64-8734-3bc01f1fc86b,C0083,2023-10-11,2023-10-13,low,email,3
41160669-950c-4f13-9ac0-18f865819bc3,C0084,2023-10-12,2023-10-14,low,email,3
6deb3bae-74ac-4c08-9465-9553c9d0ba41,C0085,2023-10-13,2023-10-15,medium,chat,4
2e22a85a-bcf8-467b-8a0d-f7d2d927534b,C0086,2023-10-14,2023-10-16,medium,chat,4
7adf695f-9afc-45b9-84c8-c6687598eb5d,C0087,2023-10-15,2023-10-17,medium,chat,4
49a55680-3c42-4141-96e1-70b85c5a6ee8,C0088,2023-10-16,2023-10-18,high,phone,5
cfcc2025-da3c-410f-b41f-e7fe86e11f34,C0089,2023-10-17,2023-10-16,critical,self-service,5
92b59472-36ab-4cda-90b3-b523f9a34dc2,C0090,2023-10-18,2023-10-20,low,email,1
7c3d9ed4-cb58-4eef-9b6c-bf299b6f0b3f,C0091,2023-10-19,2023-10-21,low,email,2
00611b16-1dfa-4e74-badb-9b45901761ef,C0092,2023-10-20,2023-10-22,low,email,2
26abf738-bd31-4825-a8f7-bb6dfa2be611,C0093,2023-10-21,2023-10-23,low,email,3
ad17d4ae-975f-402f-b75d-04e9a945747a,C0094,2023-10-22,2023-10-24,low,email,3
fd0ff91c-4e3b-4c62-8acc-6802a98dcbde,C0095,2023-10-23,2023-10-25,medium,chat,4
3ce00709-ad24-4788-8b85-bd318a68acf7,C0096,2023-10-24,2023-10-26,medium,chat,4
a3934cba-149d-4b3b-b908-fb0102c65bbf,C0097,2023-10-25,2023-10-27,medium,chat,4
74d53bf0-7e52-497d-bc0f-900bf36a2d58,C0098,2023-10-26,2023-10-28,high,phone,5
c5f1ffc6-8efc-4a73-b910-a66e7308cfc3,C0099,2023-10-27,2023-10-26,critical,self-service,5
302c252a-266d-4638-b135-82c642fb8725,C0000,2023-01-01,2023-01-03,low,email,1
62eadd32-5110-424a-beb2-12a28b4d4e98,C0001,2023-01-02,2023-01-04,low,email,2
3873ca7d-20d2-40f4-8079-b6098815e4fb,C0002,2023-01-03,2023-01-05,low,email,2
4a7a6124-eee1-4313-b683-3897556b1ef3,C0003,2023-01-04,2023-01-06,low,email,3
853029ac-20bd-4b05-b504-667afb9dc31e,C0004,2023-01-05,2023-01-07,low,email,3
d5345805-a2dc-4e3b-bc07-ec4cd4bb7ded,C0005,2024-05-15,2024-05-16,high,email,2
97f2f88d-0cb8-4357-94d6-2312d11542d7,C0005,2024-05-15,2024-05-16,high,email,2
e4e98370-d8d1-4b84-9c60-4b6608358c11,C0005,2024-05-15,2024-05-16,high,email,2
8143df9f-9528-4163-afa4-4534f0e1c751,C0005,2024-05-15,2024-05-16,high,email,2
e460767b-e5d2-4c2f-a7cb-dcaafc6b96bb,C0005,2024-05-15,2024-05-16,high,email,2
